id,product_id,stock_quantity,unit_of_measure,warehouse_code,recorded_at,ingested_at,created_at
d50fc18d-6a94-5102-939e-d65afb50589c,ab1d5346-1d4b-582e-bd7a-c0685e487f0b,529,pcs,WH-0003,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00
19b323b9-c3ba-5458-947b-0903f95d9a4c,5a4f9e8e-a5d6-5631-ae53-ffbfaec4450c,771,pcs,WH-0001,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00
37549ba4-b5f2-5d55-bf4f-32fbc52029ff,aea54154-8157-5774-8110-fba37ae17360,748,pcs,WH-0002,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00
e846d4fb-c2d7-52da-bb73-ce683b6f2aaa,293b0637-4956-51c6-b5b9-b71cef14f7a6,763,pcs,WH-0003,2026-04-09T12:00:00+00:00,2026-04-09T12:00:00+00:00,2026-04-09T12:00:00+00:00
f31fcbe4-40e3-5954-b373-450d1a8b09a0,5125db4d-be56-5fed-8c57-2cb37186845a,426,pcs,WH-0001,2026-04-09T13:00:00+00:00,2026-04-09T13:00:00+00:00,2026-04-09T13:00:00+00:00
d77dfbc5-b2d4-5cee-8d64-a4f42b1a136d,ce797b7a-af13-5663-88da-14c0a9fe5a63,337,pcs,WH-0002,2026-04-09T14:00:00+00:00,2026-04-09T14:00:00+00:00,2026-04-09T14:00:00+00:00
eed7b1df-538f-565f-9185-1882b2729b83,ef4975d2-c692-52bd-9c55-6fc144747695,656,pcs,WH-0003,2026-04-09T15:00:00+00:00,2026-04-09T15:00:00+00:00,2026-04-09T15:00:00+00:00
e3412af8-bff7-523b-8874-8f8a161b3876,91c81a29-2ca8-52e7-bffd-af9c56b7218c,355,pcs,WH-0001,2026-04-09T08:00:00+00:00,2026-04-09T08:00:00+00:00,2026-04-09T08:00:00+00:00
f77b486b-b725-543b-bb05-af348dff05e3,ef601e27-fbe0-531a-8b8b-900d8745a901,661,pcs,WH-0002,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00
dfc3f6c3-9f66-51cd-b438-1bce86b37cbd,ee0c49cd-0889-5cbf-90de-badbe7517995,515,pcs,WH-0003,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00
3ec56ca4-a975-5b22-90f2-29c17048df6a,c74c4e40-b157-5011-aa3d-ec349fb61826,584,pcs,WH-0001,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00
14444263-8828-5f50-9573-e720f3644343,bdef6401-48fd-5078-a4a6-0b385d763314,678,pcs,WH-0002,2026-04-09T12:00:00+00:00,2026-04-09T12:00:00+00:00,2026-04-09T12:00:00+00:00
c74a0492-4b30-5f20-b08a-f0baebecb40e,7ee0dda2-02c2-549d-92e2-6eb7117b919d,538,pcs,WH-0003,2026-04-09T13:00:00+00:00,2026-04-09T13:00:00+00:00,2026-04-09T13:00:00+00:00
4c042d89-3eee-50fa-9870-15e899b8c9d6,ab4674bc-4106-51c6-b44a-9ca109374b4f,358,pcs,WH-0001,2026-04-09T14:00:00+00:00,2026-04-09T14:00:00+00:00,2026-04-09T14:00:00+00:00
d8c2a474-82fa-542b-bb08-d3efd804bcd6,88370064-3581-5cf2-9047-50dd2a1397e0,320,pcs,WH-0002,2026-04-09T15:00:00+00:00,2026-04-09T15:00:00+00:00,2026-04-09T15:00:00+00:00
e6c25208-fcf3-525b-9682-3d4f251b9a1e,e99fb2c3-af82-55dc-a4f5-05e1d6698616,300,pcs,WH-0003,2026-04-09T08:00:00+00:00,2026-04-09T08:00:00+00:00,2026-04-09T08:00:00+00:00
6f54e385-f0b0-5c79-8545-f5cbf5a1f5d1,f32ca738-f369-5d10-a674-7ee267c90f10,289,pcs,WH-0001,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00
3acc6acd-7bd1-524d-9224-3e762f245588,1a75e928-29ff-5256-9b8e-492b71e4a9eb,422,pcs,WH-0002,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00
4b77433a-524d-573b-aaf5-e259d4603ec4,c05f9712-2ad5-54a6-bb81-158133cd3bd9,512,pcs,WH-0003,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00
83caa774-f518-540b-b9d6-7931bf358ce2,dcbefd02-d790-5d82-b528-14470a618fa6,413,pcs,WH-0001,2026-04-09T12:00:00+00:00,2026-04-09T12:00:00+00:00,2026-04-09T12:00:00+00:00
9d0b30df-cead-5e1d-9395-8a8e5c4aca56,70103cb6-8c8c-5035-8835-8dba958ea703,379,pcs,WH-0002,2026-04-09T13:00:00+00:00,2026-04-09T13:00:00+00:00,2026-04-09T13:00:00+00:00
e7e30845-9f26-5b46-8850-2df867ebc8d9,874f1b3f-f15c-5575-af9b-537ba7b68f80,498,pcs,WH-0003,2026-04-09T14:00:00+00:00,2026-04-09T14:00:00+00:00,2026-04-09T14:00:00+00:00
ac0c5370-36d6-5d70-b7de-145dc50240a3,68343b6b-e6e1-53cd-9d7e-113d3dd3fb4f,573,pcs,WH-0001,2026-04-09T15:00:00+00:00,2026-04-09T15:00:00+00:00,2026-04-09T15:00:00+00:00
35593e50-e661-5d09-b83f-c56a0a56d4c4,9b06f7c5-92ba-5990-be5b-a7cd92658adc,617,pcs,WH-0002,2026-04-09T08:00:00+00:00,2026-04-09T08:00:00+00:00,2026-04-09T08:00:00+00:00
f4261fb1-968e-5d8c-8e85-2a87af1c0ee1,2e22974b-0c82-5383-be4f-44adda569aa6,555,pcs,WH-0003,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00
d4c80653-26c5-59de-a28e-8e3e6c75b1b0,284bddee-b37c-5c36-8aab-81867975f179,468,pcs,WH-0001,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00
7665f389-9973-56cf-85cb-cf1e19a6a33c,06acb399-de3d-5662-8c40-c27c44a03030,593,pcs,WH-0002,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00
f9c94e0e-ca15-5f40-ab11-754d7127998f,b3187164-9efe-5f40-864a-e693c1808c39,567,pcs,WH-0003,2026-04-09T12:00:00+00:00,2026-04-09T12:00:00+00:00,2026-04-09T12:00:00+00:00
70acf3e7-bbf8-5c66-8f85-efd3a9365908,c9bc50a8-e5f6-504c-8618-2e9c520992ff,510,pcs,WH-0001,2026-04-09T13:00:00+00:00,2026-04-09T13:00:00+00:00,2026-04-09T13:00:00+00:00
a895d97c-fc4e-55c1-b26e-43eb1358ccdd,13aa843a-9cf9-5e5e-b377-21f2c5c1cfe1,699,pcs,WH-0002,2026-04-09T14:00:00+00:00,2026-04-09T14:00:00+00:00,2026-04-09T14:00:00+00:00
2d2160cb-6d8f-51b7-b5c1-91125eaee2b6,4dd85a2c-b259-5694-a7e6-1dbdd7a8b9f3,640,pcs,WH-0003,2026-04-09T15:00:00+00:00,2026-04-09T15:00:00+00:00,2026-04-09T15:00:00+00:00
8dbe20e6-694a-5375-978d-8445c0c9d9a3,953af428-8548-5852-860e-88337bcfda1c,317,pcs,WH-0001,2026-04-09T08:00:00+00:00,2026-04-09T08:00:00+00:00,2026-04-09T08:00:00+00:00
cfec1580-a1ad-5751-b6fb-03b173b574cc,6a250ba0-29a8-5939-9cc1-cba774d5109f,410,pcs,WH-0002,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00
4e88beb6-88bf-5e80-ba16-dd6276b768eb,260c2bee-e4ea-5a81-b7cd-575a8882e7ca,370,pcs,WH-0003,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00
3dc24645-4e42-5a83-b60d-8df3410ca3e4,39f8628a-0f86-548c-91ee-718cae91d0c3,350,pcs,WH-0001,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00
d33f142e-238f-5fa5-aa0f-286ed0838e8f,d7ba719e-c372-52f1-a68d-888ec8fb1196,356,pcs,WH-0002,2026-04-09T12:00:00+00:00,2026-04-09T12:00:00+00:00,2026-04-09T12:00:00+00:00
166a97c9-0330-5522-9602-33d042a5dc10,09e0d5b3-b51d-50cb-b5b7-2e5b62f35dc6,336,pcs,WH-0003,2026-04-09T13:00:00+00:00,2026-04-09T13:00:00+00:00,2026-04-09T13:00:00+00:00
565a4e46-c7a8-575f-b87c-aaf00782eeab,1564b2e3-5405-5bf0-8ac8-706225799233,431,pcs,WH-0001,2026-04-09T14:00:00+00:00,2026-04-09T14:00:00+00:00,2026-04-09T14:00:00+00:00
4f122472-6410-5354-ae89-ca232ee60327,fe2b63a8-eeb4-5208-b8d1-f4bb758543f5,360,pcs,WH-0002,2026-04-09T15:00:00+00:00,2026-04-09T15:00:00+00:00,2026-04-09T15:00:00+00:00
b4688b92-dc3e-576f-93f6-081f978cfa1d,818addc5-51d4-57c7-a7c6-b66bb513dcaf,319,pcs,WH-0003,2026-04-09T08:00:00+00:00,2026-04-09T08:00:00+00:00,2026-04-09T08:00:00+00:00
db49274b-cf01-56e4-abfe-593c2128d98f,6b73c00c-e450-51d6-b955-9cca56d368d3,482,pcs,WH-0001,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00
15493cf1-a912-513f-99d8-9ff2d1714539,e213b766-e8ca-56ff-8715-94a8c16a108d,337,pcs,WH-0002,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00
99cbc67b-b434-5c8d-9b5f-d72183ba160f,4043dc4a-96a5-5cb6-8f09-37f10cce0de1,392,pcs,WH-0003,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00
fa3ad5b0-5c95-5ab7-b815-31a7d571102a,fafbca1c-6412-5747-af13-5c9678cf76df,420,pcs,WH-0001,2026-04-09T12:00:00+00:00,2026-04-09T12:00:00+00:00,2026-04-09T12:00:00+00:00
c5f352f7-c1c0-5211-8b9a-2dc0f7fb9113,80c37084-5ec1-5934-99a2-404b2f4d677a,278,pcs,WH-0002,2026-04-09T13:00:00+00:00,2026-04-09T13:00:00+00:00,2026-04-09T13:00:00+00:00
189495c9-1821-5ae4-8569-12a4fd012495,4f4cdd86-60e0-5d5c-9eda-86f193a7cd21,328,pcs,WH-0003,2026-04-09T14:00:00+00:00,2026-04-09T14:00:00+00:00,2026-04-09T14:00:00+00:00
32f21ab4-0b38-59b8-9979-609a524e3270,2480ade4-fd45-5f2a-96a0-bdb49cf41ba8,261,pcs,WH-0001,2026-04-09T15:00:00+00:00,2026-04-09T15:00:00+00:00,2026-04-09T15:00:00+00:00
70a9fefd-f3c5-5458-8b6e-e48975e04f2b,adacd216-df4b-557a-bee5-9d117848c764,293,pcs,WH-0002,2026-04-09T08:00:00+00:00,2026-04-09T08:00:00+00:00,2026-04-09T08:00:00+00:00
e4d0db68-379a-553b-a9f6-5ed132580254,ec348c6b-cb3f-5826-a791-37217bfd82f6,349,pcs,WH-0003,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00
075f48cb-5f77-55e9-b4a3-97fc8c704fcb,8cf4f802-4e89-570e-93f8-e6fcceaa622b,218,pcs,WH-0001,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00
4b449949-c1cb-581d-a1bf-6f757a098a28,398b86fc-73de-5291-ac6a-14681329475c,192,pcs,WH-0002,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00
497cedc7-2026-5e34-9993-45dad38e469e,e760945c-f9e6-5e2e-9858-aceb64faaf84,223,pcs,WH-0003,2026-04-09T12:00:00+00:00,2026-04-09T12:00:00+00:00,2026-04-09T12:00:00+00:00
0b1175da-0b4c-55f8-b947-552677f5493b,a5c55cd2-b68a-541d-8134-ac1136a677dc,213,pcs,WH-0001,2026-04-09T13:00:00+00:00,2026-04-09T13:00:00+00:00,2026-04-09T13:00:00+00:00
5ba377d8-0ae3-5ba2-9a3a-fcb784b3f3cc,ebd800fd-0820-5593-9f02-c5ad7575757b,169,pcs,WH-0002,2026-04-09T14:00:00+00:00,2026-04-09T14:00:00+00:00,2026-04-09T14:00:00+00:00
5ea92b85-23fe-507f-9b52-ff386ee3b9a4,57a04d7b-ffa2-55d5-8e3c-3099d16cc188,187,pcs,WH-0003,2026-04-09T15:00:00+00:00,2026-04-09T15:00:00+00:00,2026-04-09T15:00:00+00:00
542ee174-d7de-5f3c-82eb-3dd29733b9ea,746e83f8-c019-5f34-be65-3ba6d9311b16,189,pcs,WH-0001,2026-04-09T08:00:00+00:00,2026-04-09T08:00:00+00:00,2026-04-09T08:00:00+00:00
0261e608-2f53-58ec-8c49-8d32134a23cd,20bd9198-afef-51b5-88cd-25eecdc6a243,229,pcs,WH-0002,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00,2026-04-09T09:00:00+00:00
eaf0e599-3c71-5bc0-ba09-e8c4bf09a8c8,da3b1539-9617-5466-87e9-e053e2419729,233,pcs,WH-0003,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00
dd0a77d8-c59a-5ed2-a5a9-26701baa7ea8,1e4e8bdc-40be-58a9-9f14-c7b0c6af9c9c,195,pcs,WH-0001,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00,2026-04-09T11:00:00+00:00
f4113562-4699-592a-b12a-829bde5e3b46,576f0781-3104-5d50-92f3-befe834a6fa6,3700,pcs,WH-0002,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00
50754d73-edce-511e-a158-30fa2ffda8de,38d5dc41-891b-50f6-a02f-fda88ad8ccde,4242,pcs,WH-0003,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00
a67212f0-fc3c-54f9-9a2a-a596d972d71a,de0b3ef5-2bd5-55d5-8b53-6dc8eda6d60f,4738,pcs,WH-0001,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00
006bd8b1-6175-51f1-8596-70f1c8376e55,b17680da-3917-5612-9246-0a9b60e6efe9,4210,pcs,WH-0002,2026-04-02T11:00:00+00:00,2026-04-02T11:00:00+00:00,2026-04-02T11:00:00+00:00
3fc3b3fe-4415-53c2-b8e4-05fe54cffc70,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,4272,pcs,WH-0003,2026-04-02T12:00:00+00:00,2026-04-02T12:00:00+00:00,2026-04-02T12:00:00+00:00
e722baa4-795a-50d9-be5b-ba2c3b685cec,e3e08a14-471a-5347-94f6-b2369070c3a7,3951,pcs,WH-0001,2026-04-02T13:00:00+00:00,2026-04-02T13:00:00+00:00,2026-04-02T13:00:00+00:00
9a8a11d3-1a68-5c6c-9b47-e3d6033b91d0,6ef80540-16c7-551c-95b8-9ae7373e7908,3832,pcs,WH-0002,2026-04-02T14:00:00+00:00,2026-04-02T14:00:00+00:00,2026-04-02T14:00:00+00:00
31d3ff30-3db1-5555-8a38-68c7e2502caa,f000d381-f2f7-5a93-bc43-825f298a7685,3694,pcs,WH-0003,2026-04-02T15:00:00+00:00,2026-04-02T15:00:00+00:00,2026-04-02T15:00:00+00:00
2672c297-242f-5914-9e38-9c7ab5e0c24d,22d48f3a-5014-5123-a1e5-345e1ddd84a3,1860,pcs,WH-0001,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00
0b5954d5-6210-597c-a5d0-db2845fe3f0b,7b6c271c-85eb-5849-9da9-76e7ab8e881f,2197,pcs,WH-0002,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00
54b496cb-fd3d-558a-9351-10a8a2229260,163da9b8-d3e0-5f9e-9dd3-954c345c7684,1810,pcs,WH-0003,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00
33c6459e-4517-5b64-b5f8-6d1c1b282977,ca2f4809-df5a-51b1-b5eb-635bec356f40,1655,pcs,WH-0001,2026-04-02T11:00:00+00:00,2026-04-02T11:00:00+00:00,2026-04-02T11:00:00+00:00
02589d2d-4054-5108-bfca-42e51e77b940,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,2032,pcs,WH-0002,2026-04-02T12:00:00+00:00,2026-04-02T12:00:00+00:00,2026-04-02T12:00:00+00:00
9223f979-6444-516b-bab6-c86ba01aeeca,5030188b-d814-53c3-9914-3a99743cea2f,2710,pcs,WH-0003,2026-04-02T13:00:00+00:00,2026-04-02T13:00:00+00:00,2026-04-02T13:00:00+00:00
2b46acdf-712d-5d56-a6d4-ea7857528ad9,92541b74-41dc-5325-b5f8-c731758cbdfc,3046,pcs,WH-0001,2026-04-02T14:00:00+00:00,2026-04-02T14:00:00+00:00,2026-04-02T14:00:00+00:00
23ac6e86-1a4d-57c5-beed-06d8bd3da1ee,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,2158,pcs,WH-0002,2026-04-02T15:00:00+00:00,2026-04-02T15:00:00+00:00,2026-04-02T15:00:00+00:00
237109b7-f380-5ce9-bb36-8d7dec2f5437,6836df32-8a55-5c22-8e6b-ed15005c6d4a,3268,pcs,WH-0003,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00
a18ab9f7-c35c-5e00-84c4-23faa91ced22,60fc91ce-c105-5d41-a03f-c6f4490669e1,2219,pcs,WH-0001,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00
3a2b069f-7504-5495-95fa-49710282a688,944b935c-7308-50ea-a7a3-71cc8f2fd4c5,1348,pcs,WH-0002,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00
a796cf32-cf96-53bd-b661-1206d79fe633,b3eddb5e-2feb-5a7d-9d80-832a203e282f,1161,pcs,WH-0003,2026-04-02T11:00:00+00:00,2026-04-02T11:00:00+00:00,2026-04-02T11:00:00+00:00
850ce982-3544-560f-80bb-872d20a74ce1,360ec9af-06ab-53b8-adcc-f0a8badedcdf,1070,pcs,WH-0001,2026-04-02T12:00:00+00:00,2026-04-02T12:00:00+00:00,2026-04-02T12:00:00+00:00
57a91825-6a9a-51f8-a496-bd3fbf4c3b57,c6ad2817-6d98-5707-85ba-460e2ab44c7a,1390,pcs,WH-0002,2026-04-02T13:00:00+00:00,2026-04-02T13:00:00+00:00,2026-04-02T13:00:00+00:00
a39e5b1b-539a-5f2e-8cba-898e041512c2,44953a4d-66fb-5d64-9644-a9213ce753fb,1584,pcs,WH-0003,2026-04-02T14:00:00+00:00,2026-04-02T14:00:00+00:00,2026-04-02T14:00:00+00:00
93f32ba4-a3d3-5a49-83fc-92a450d91550,5acda6c0-5a1e-5e97-9a2c-6a29d8118012,2251,pcs,WH-0001,2026-04-02T15:00:00+00:00,2026-04-02T15:00:00+00:00,2026-04-02T15:00:00+00:00
7bc1b1a6-abfe-55c1-adf2-2d67de0d3f4b,06f4fcc4-2bd2-526c-bfc8-6a4cbad967b3,2230,pcs,WH-0002,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00
aac36c9e-51b3-5478-bc67-e741f533c0e1,b6756d87-a0a0-556a-b6ed-1c904680ceb4,730,pcs,WH-0003,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00
c3476835-70fb-50b5-8afb-d19100b26237,78d65be0-4c32-5c7a-932c-89673632def9,780,pcs,WH-0001,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00
69c879eb-7eca-5990-8f0d-3fc45b008243,01fc3b7e-8b29-50d3-a3d4-bc713fa84405,601,pcs,WH-0002,2026-04-02T11:00:00+00:00,2026-04-02T11:00:00+00:00,2026-04-02T11:00:00+00:00
3d0c3c7e-338c-51a1-ba7c-cccb4405c8c6,e97682bc-117f-532b-8b65-b717c09bc30f,754,pcs,WH-0003,2026-04-02T12:00:00+00:00,2026-04-02T12:00:00+00:00,2026-04-02T12:00:00+00:00
7984e37d-7988-55d8-bc21-86e8e76fec0d,b7d44817-034b-51e8-84f0-70a921a96cdb,1011,pcs,WH-0001,2026-04-02T13:00:00+00:00,2026-04-02T13:00:00+00:00,2026-04-02T13:00:00+00:00
7c6fb223-28cf-5361-8e57-3a8e3cbaf9b4,85e7e944-3e11-5a89-ac96-c23167ff32dc,832,pcs,WH-0002,2026-04-02T14:00:00+00:00,2026-04-02T14:00:00+00:00,2026-04-02T14:00:00+00:00
377ba0db-e6e7-5fa0-8103-745712c759a8,975dfb1e-69d1-5f10-8875-2e1acefd4859,1085,pcs,WH-0003,2026-04-02T15:00:00+00:00,2026-04-02T15:00:00+00:00,2026-04-02T15:00:00+00:00
836e6c70-aa78-52e5-b211-3f840e339e3e,ac6c0b36-b856-5925-aca7-b8e3bb4639a3,888,pcs,WH-0001,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00
8f54545f-9bec-58f3-8b73-43e912f1f25b,7d15b52f-782f-5fa8-9c0b-78ebb03a07a5,1375,pcs,WH-0002,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00
9137731e-26fc-5d3a-95e5-39f1dfca82e0,2532c2ec-f726-59a0-9af7-a077b1c5c99d,888,pcs,WH-0003,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00
67261ef4-93fa-53c2-ba1b-faea30c1be14,6e80b7e9-0667-54ce-838e-56aca777afef,972,pcs,WH-0001,2026-04-02T11:00:00+00:00,2026-04-02T11:00:00+00:00,2026-04-02T11:00:00+00:00
4dc6789f-7000-5763-a1c6-8fdeb241e9b2,9a6922f7-9343-52bc-89b0-d1db33a0340d,472,pcs,WH-0002,2026-04-02T12:00:00+00:00,2026-04-02T12:00:00+00:00,2026-04-02T12:00:00+00:00
0089fc8f-3f0f-558e-bbe9-5d3c8887890c,f42ebea5-b984-5835-bd6a-106e6e6fdcfb,706,pcs,WH-0003,2026-04-02T13:00:00+00:00,2026-04-02T13:00:00+00:00,2026-04-02T13:00:00+00:00
99c17e63-0a3b-5f96-9fe4-e4a2cf39c876,9cf88386-0bed-5ac4-9a5f-045e8b2a7a00,468,pcs,WH-0001,2026-04-02T14:00:00+00:00,2026-04-02T14:00:00+00:00,2026-04-02T14:00:00+00:00
d50a1f81-8236-5cef-a2b9-88061c951569,ac8ce360-9980-5f71-b176-285323c963b8,520,pcs,WH-0002,2026-04-02T15:00:00+00:00,2026-04-02T15:00:00+00:00,2026-04-02T15:00:00+00:00
e2d1d1d5-5e4a-580f-acf9-bc610c73fab3,58e54d28-afe6-5090-9990-c3649b754085,736,pcs,WH-0003,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00
8c16cad6-13fa-5853-a520-b8e17a2da41d,ab1d5346-1d4b-582e-bd7a-c0685e487f0b,585,pcs,WH-0001,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00
220640c9-0174-5a1f-b985-998440695426,5a4f9e8e-a5d6-5631-ae53-ffbfaec4450c,862,pcs,WH-0002,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00
283272eb-1d5f-5939-9c81-da0e352732c0,aea54154-8157-5774-8110-fba37ae17360,825,pcs,WH-0003,2026-04-02T11:00:00+00:00,2026-04-02T11:00:00+00:00,2026-04-02T11:00:00+00:00
5f7af367-a374-5014-9418-f487e1a897c5,293b0637-4956-51c6-b5b9-b71cef14f7a6,840,pcs,WH-0001,2026-04-02T12:00:00+00:00,2026-04-02T12:00:00+00:00,2026-04-02T12:00:00+00:00
b0bcbb28-a994-5543-91a8-c13ce3f8fcb3,5125db4d-be56-5fed-8c57-2cb37186845a,454,pcs,WH-0002,2026-04-02T13:00:00+00:00,2026-04-02T13:00:00+00:00,2026-04-02T13:00:00+00:00
f5f1af32-942a-5a8d-a81c-9cff520a9f41,ce797b7a-af13-5663-88da-14c0a9fe5a63,358,pcs,WH-0003,2026-04-02T14:00:00+00:00,2026-04-02T14:00:00+00:00,2026-04-02T14:00:00+00:00
819acd96-b159-5641-a5b2-4c581231d9c5,ef4975d2-c692-52bd-9c55-6fc144747695,712,pcs,WH-0001,2026-04-02T15:00:00+00:00,2026-04-02T15:00:00+00:00,2026-04-02T15:00:00+00:00
4a40b053-f02a-53e2-b120-414626d6acc1,91c81a29-2ca8-52e7-bffd-af9c56b7218c,376,pcs,WH-0002,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00
2400254a-a767-5556-af31-c8bbb16dc02b,ef601e27-fbe0-531a-8b8b-900d8745a901,710,pcs,WH-0003,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00
ce023032-979a-52d4-b45a-3ea5ae9ef4e8,ee0c49cd-0889-5cbf-90de-badbe7517995,550,pcs,WH-0001,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00
383abf8f-1035-5614-bbd8-f096cfd9196e,c74c4e40-b157-5011-aa3d-ec349fb61826,619,pcs,WH-0002,2026-04-02T11:00:00+00:00,2026-04-02T11:00:00+00:00,2026-04-02T11:00:00+00:00
39d6588a-b913-5d00-9613-3a04e7392f6e,bdef6401-48fd-5078-a4a6-0b385d763314,720,pcs,WH-0003,2026-04-02T12:00:00+00:00,2026-04-02T12:00:00+00:00,2026-04-02T12:00:00+00:00
d7e170ea-e66d-5b69-a3a6-3c52f8acd7ec,7ee0dda2-02c2-549d-92e2-6eb7117b919d,566,pcs,WH-0001,2026-04-02T13:00:00+00:00,2026-04-02T13:00:00+00:00,2026-04-02T13:00:00+00:00
6ab8f949-7b7d-5e51-b5a8-634e9ba3673c,ab4674bc-4106-51c6-b44a-9ca109374b4f,400,pcs,WH-0002,2026-04-02T14:00:00+00:00,2026-04-02T14:00:00+00:00,2026-04-02T14:00:00+00:00
9242989b-4a56-5c52-9379-156b9ebd7bfc,88370064-3581-5cf2-9047-50dd2a1397e0,355,pcs,WH-0003,2026-04-02T15:00:00+00:00,2026-04-02T15:00:00+00:00,2026-04-02T15:00:00+00:00
a8be4c6b-80fe-5c80-b1a5-7abb2fe4b594,e99fb2c3-af82-55dc-a4f5-05e1d6698616,328,pcs,WH-0001,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00,2026-04-02T08:00:00+00:00
2acd2181-fb89-5a89-86a0-2dbf676e242e,f32ca738-f369-5d10-a674-7ee267c90f10,310,pcs,WH-0002,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00,2026-04-02T09:00:00+00:00
c33103b1-087f-5b98-91a3-3f0b71ec972b,1a75e928-29ff-5256-9b8e-492b71e4a9eb,464,pcs,WH-0003,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00
