id,product_id,price,currency,valid_from,valid_to,price_type,source,created_at
d26afb0c-806a-5d77-a60f-6f02a8b28651,91c81a29-2ca8-52e7-bffd-af9c56b7218c,88.35,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-12
0aae7bde-f7ae-5ddd-854e-636692fa8f28,91c81a29-2ca8-52e7-bffd-af9c56b7218c,93.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-12
a72f64ad-c2f9-5c3c-afb4-f528d749d086,91c81a29-2ca8-52e7-bffd-af9c56b7218c,96.81,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-12
6818fe1a-4de5-5171-a3d8-56c0dc48dfb9,ef601e27-fbe0-531a-8b8b-900d8745a901,90.00,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-11
c269ce40-1a35-50c8-a2ce-aa6d81cd9d0f,ef601e27-fbe0-531a-8b8b-900d8745a901,95.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-11
fb43f25d-a6a7-5d7e-bdcc-70b7365cec56,ef601e27-fbe0-531a-8b8b-900d8745a901,98.61,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-11
eb22b9d4-2762-5600-95ba-253727d815ee,ee0c49cd-0889-5cbf-90de-badbe7517995,91.64,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-10
d88d64a7-1825-5ac3-800d-405cc26374ca,ee0c49cd-0889-5cbf-90de-badbe7517995,97.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-10
b628ec5e-edf3-5ce7-8caa-dec651722853,ee0c49cd-0889-5cbf-90de-badbe7517995,100.41,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-10
433b8933-d8b2-5544-84bb-c74e3b4dc429,c74c4e40-b157-5011-aa3d-ec349fb61826,93.29,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-09
65dc7161-fa2b-5d35-9311-e6c2e56c8ea4,c74c4e40-b157-5011-aa3d-ec349fb61826,99.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-09
7f838564-3ab2-5958-baf6-9a0007991d84,c74c4e40-b157-5011-aa3d-ec349fb61826,102.22,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-09
c2d06596-1ed8-5328-82cc-f144f9f777e4,bdef6401-48fd-5078-a4a6-0b385d763314,94.93,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-08
1e337121-9e83-513e-bccf-f434f4a7c123,bdef6401-48fd-5078-a4a6-0b385d763314,100.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-08
a57879ef-76b2-5254-9ac2-de027da2c222,bdef6401-48fd-5078-a4a6-0b385d763314,104.02,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-08
db3a57f2-751c-531b-96ca-3fa5bc0f4bf9,7ee0dda2-02c2-549d-92e2-6eb7117b919d,96.58,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-07
49129ebe-323d-54b3-abb5-363032bbcc5d,7ee0dda2-02c2-549d-92e2-6eb7117b919d,102.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-07
49d25ea0-50f1-5c07-8ddf-3777555403b8,7ee0dda2-02c2-549d-92e2-6eb7117b919d,105.82,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-07
54b37211-a1e0-5d23-abf5-ada660bfcc2e,ab4674bc-4106-51c6-b44a-9ca109374b4f,98.22,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-06
dec9836e-5c6b-5087-a919-e5c455a1fad4,ab4674bc-4106-51c6-b44a-9ca109374b4f,104.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-06
1aa81b10-9a66-556d-9842-9584755f5b01,ab4674bc-4106-51c6-b44a-9ca109374b4f,107.62,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-06
6d07517d-6d4d-5bd1-864a-070b1318be4e,88370064-3581-5cf2-9047-50dd2a1397e0,99.87,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-05
3b6c67ae-83fa-5d51-a8f6-a48593155173,88370064-3581-5cf2-9047-50dd2a1397e0,106.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-05
44c3d7af-f4d6-555e-91bd-6cc09dd4c64c,88370064-3581-5cf2-9047-50dd2a1397e0,109.43,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-05
8f230a5a-4211-548a-b90b-681ff55ac1e0,e99fb2c3-af82-55dc-a4f5-05e1d6698616,101.51,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-04
b1bfe397-af08-5301-b526-370883114a2c,e99fb2c3-af82-55dc-a4f5-05e1d6698616,107.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-04
33ce1003-1752-5e57-9950-d39b01bfae35,e99fb2c3-af82-55dc-a4f5-05e1d6698616,111.23,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-04
4fdbb40a-c1f8-5fc5-8481-ba167d5c506d,f32ca738-f369-5d10-a674-7ee267c90f10,103.16,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-03
938cac1f-c52d-50fb-a6f9-cb811aaf3bf0,f32ca738-f369-5d10-a674-7ee267c90f10,109.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-03
a0d19560-36fd-5486-9ea7-3dcd09931c78,f32ca738-f369-5d10-a674-7ee267c90f10,113.03,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-03
e501dddf-6d04-553c-a71d-359326416fa8,1a75e928-29ff-5256-9b8e-492b71e4a9eb,104.80,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-02
df044806-c6f7-52a0-9660-e487604aff1a,1a75e928-29ff-5256-9b8e-492b71e4a9eb,111.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-02
549039cb-1788-59b2-8ace-760308e18b42,1a75e928-29ff-5256-9b8e-492b71e4a9eb,114.83,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-02
ed8a80c0-3a62-5026-a56c-11b3717c6971,c05f9712-2ad5-54a6-bb81-158133cd3bd9,106.45,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-01
c6973c9d-5821-5a4d-b4d0-714e9992966f,c05f9712-2ad5-54a6-bb81-158133cd3bd9,113.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-01
64246c45-601d-5962-ad65-b2e58b0dcf20,c05f9712-2ad5-54a6-bb81-158133cd3bd9,116.64,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-01
a0444579-fa5f-507a-961b-eb2263f1a83e,dcbefd02-d790-5d82-b528-14470a618fa6,108.09,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-28
97143bef-46ae-52e3-aab6-7cab1c553f52,dcbefd02-d790-5d82-b528-14470a618fa6,114.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-28
27fa057a-a85d-5930-a530-3c6d6889e448,dcbefd02-d790-5d82-b528-14470a618fa6,118.44,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-28
cd4ba66d-7680-54dc-9281-462835631825,70103cb6-8c8c-5035-8835-8dba958ea703,109.74,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-27
ec90b69c-4b36-56b4-90c9-df7203f10f26,70103cb6-8c8c-5035-8835-8dba958ea703,116.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-27
67a687d5-cb96-5908-bf81-df91a55776c0,70103cb6-8c8c-5035-8835-8dba958ea703,120.24,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-27
2be32387-70fb-5c06-b018-b4ebff84f556,874f1b3f-f15c-5575-af9b-537ba7b68f80,111.38,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-26
17da1658-73c7-5044-a4f4-db6fbc832907,874f1b3f-f15c-5575-af9b-537ba7b68f80,118.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-26
3adb6357-27c2-57c8-a6e6-43c4ce02ff6b,874f1b3f-f15c-5575-af9b-537ba7b68f80,122.04,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-26
edfa8b35-cd4e-580e-94ac-0fdb9ac4ded2,68343b6b-e6e1-53cd-9d7e-113d3dd3fb4f,113.03,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-25
36c8ac22-9f0a-5c16-898a-7d9fd13c8641,68343b6b-e6e1-53cd-9d7e-113d3dd3fb4f,120.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-25
3a43a3ba-3db9-5ff0-8db8-a6f4efc754dc,68343b6b-e6e1-53cd-9d7e-113d3dd3fb4f,123.85,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-25
980303b4-c03a-5bef-a889-7e34d523257d,9b06f7c5-92ba-5990-be5b-a7cd92658adc,114.67,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-24
b24ab641-ca25-54e2-bec6-35da81d1e5b7,9b06f7c5-92ba-5990-be5b-a7cd92658adc,121.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-24
bb6ab570-a2c9-594f-b1ff-67d25ddf2b7d,9b06f7c5-92ba-5990-be5b-a7cd92658adc,125.65,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-24
60190211-f96b-5dfe-bc7d-d3bba4915bc8,2e22974b-0c82-5383-be4f-44adda569aa6,116.32,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-23
d4acbd97-c523-57d3-9a3d-2928db1276e5,2e22974b-0c82-5383-be4f-44adda569aa6,123.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-23
95610f5a-4032-5930-a856-7fe2e6d9b2a8,2e22974b-0c82-5383-be4f-44adda569aa6,127.45,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-23
e631f647-fd6e-56a5-838b-9d58b62393b2,284bddee-b37c-5c36-8aab-81867975f179,117.96,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-22
1cecfb39-6aa7-5f60-a438-2f37df70232f,284bddee-b37c-5c36-8aab-81867975f179,125.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-22
5c390bc8-f612-5e64-a01e-fc21057b94f2,284bddee-b37c-5c36-8aab-81867975f179,129.25,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-22
c33e64b9-f7d2-5f36-85cd-7b571fbe8a94,06acb399-de3d-5662-8c40-c27c44a03030,119.61,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-21
ad6c33a7-9d40-5060-be92-15c552ff2698,06acb399-de3d-5662-8c40-c27c44a03030,127.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-21
32af128a-3f29-5060-a646-f97c4edc10e2,06acb399-de3d-5662-8c40-c27c44a03030,131.06,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-21
d89ffa9a-7d2d-5a7a-b13f-1c46804b2838,b3187164-9efe-5f40-864a-e693c1808c39,121.25,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-20
65d87145-fb9c-5f3e-9c76-c8cae6ef46df,b3187164-9efe-5f40-864a-e693c1808c39,128.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-20
ac222666-f849-58c2-9cd4-f34d3a0e4730,b3187164-9efe-5f40-864a-e693c1808c39,132.86,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-20
c24d9b0a-25ff-5153-bc21-908aefc66072,c9bc50a8-e5f6-504c-8618-2e9c520992ff,122.90,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-19
9b793914-9bb0-5714-9fed-41841653e162,c9bc50a8-e5f6-504c-8618-2e9c520992ff,130.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-19
7e07282b-27b6-5e8c-b2cb-7ec171adad5c,c9bc50a8-e5f6-504c-8618-2e9c520992ff,134.66,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-19
54544c1a-585e-5899-b909-3ef0b72f59a9,13aa843a-9cf9-5e5e-b377-21f2c5c1cfe1,124.54,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-18
b8811710-7d67-5057-9e51-16e24646d89a,13aa843a-9cf9-5e5e-b377-21f2c5c1cfe1,132.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-18
d5e8c549-433a-5649-b684-ab2534a1caf8,13aa843a-9cf9-5e5e-b377-21f2c5c1cfe1,136.46,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-18
3d364120-9f4b-5d2d-ba56-6ae8eaeb7ae9,4dd85a2c-b259-5694-a7e6-1dbdd7a8b9f3,126.19,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-17
9fac9824-f0bf-5255-9498-68b8f201caf1,4dd85a2c-b259-5694-a7e6-1dbdd7a8b9f3,134.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-17
92133542-1d97-5455-8420-58dae2965a3d,4dd85a2c-b259-5694-a7e6-1dbdd7a8b9f3,138.27,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-17
3fe23755-2ebe-520f-8631-a530736d4fe4,953af428-8548-5852-860e-88337bcfda1c,127.83,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-16
4dbe90c4-eddf-586c-b753-d5f8a8e1ce73,953af428-8548-5852-860e-88337bcfda1c,135.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-16
811618bf-5709-5b84-9be2-17aae7694866,953af428-8548-5852-860e-88337bcfda1c,140.07,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-16
c670675a-d547-563e-98e9-d5249bc22eea,6a250ba0-29a8-5939-9cc1-cba774d5109f,129.48,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-15
f81ea33a-a83d-553a-a43d-99f2136bfc3b,6a250ba0-29a8-5939-9cc1-cba774d5109f,137.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-15
de6b2f9d-5e11-503b-96ca-8fa5ba3e52e0,6a250ba0-29a8-5939-9cc1-cba774d5109f,141.87,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-15
2ecd1257-f43b-5483-80a5-d3a48f487047,260c2bee-e4ea-5a81-b7cd-575a8882e7ca,131.12,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-14
d2151fb4-7f5e-5430-86fe-a6b3613b5624,260c2bee-e4ea-5a81-b7cd-575a8882e7ca,139.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-14
ef00919c-7eed-5a13-9efa-a4ee4ad9a001,260c2bee-e4ea-5a81-b7cd-575a8882e7ca,143.67,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-14
a260c8df-c28f-5e87-a34f-a09b32328977,39f8628a-0f86-548c-91ee-718cae91d0c3,132.77,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-13
83edc8b1-1371-59db-8dbd-963bbf2e5128,39f8628a-0f86-548c-91ee-718cae91d0c3,141.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-13
c14370a4-4ea4-5ca5-82e0-5e0ca4109aee,39f8628a-0f86-548c-91ee-718cae91d0c3,145.48,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-13
508ff8c5-6565-54a3-ad44-e2ff747dd869,d7ba719e-c372-52f1-a68d-888ec8fb1196,134.41,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-12
e5767888-e43d-54bb-b952-b8f3b76145bf,d7ba719e-c372-52f1-a68d-888ec8fb1196,142.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-12
38f433a9-f115-5710-842b-d6db8fb228d7,d7ba719e-c372-52f1-a68d-888ec8fb1196,147.28,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-12
e7e91276-1675-5efa-aa28-0034de69ef7a,09e0d5b3-b51d-50cb-b5b7-2e5b62f35dc6,136.06,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-11
e3368a64-825b-5560-a44e-b8e7bba26d03,09e0d5b3-b51d-50cb-b5b7-2e5b62f35dc6,144.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-11
3fbb93d7-f7ff-5551-985b-35fce54e1085,09e0d5b3-b51d-50cb-b5b7-2e5b62f35dc6,149.08,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-11
db00ef25-3a11-56da-b08d-e5db638e0a56,1564b2e3-5405-5bf0-8ac8-706225799233,137.70,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-10
761ae1ad-da63-5fbb-a8ed-6641fb2564ec,1564b2e3-5405-5bf0-8ac8-706225799233,146.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-10
c521a8dd-93ec-50e0-916c-b7de376fa06b,1564b2e3-5405-5bf0-8ac8-706225799233,150.88,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-10
a14f4b98-5006-5e10-9595-f88f9ec44650,fe2b63a8-eeb4-5208-b8d1-f4bb758543f5,139.35,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-09
425bdfb7-7f49-5f53-9849-875f5d7ddde0,fe2b63a8-eeb4-5208-b8d1-f4bb758543f5,148.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-09
8df5e9a2-96a5-5ee9-85e1-4f9713eddafc,fe2b63a8-eeb4-5208-b8d1-f4bb758543f5,152.69,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-09
d592500f-d6df-5f34-bc79-2981475a0aca,818addc5-51d4-57c7-a7c6-b66bb513dcaf,140.99,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-08
226686aa-c4e4-521e-abf0-bd15a0525dcb,818addc5-51d4-57c7-a7c6-b66bb513dcaf,149.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-08
7195fc89-d21d-514f-baf1-366d6196baae,818addc5-51d4-57c7-a7c6-b66bb513dcaf,154.49,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-08
405b24f7-d448-51e7-a9de-d79ae462a59b,6b73c00c-e450-51d6-b955-9cca56d368d3,142.64,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-07
70e63ebe-9ed3-5840-a68d-3abda28a8e9f,6b73c00c-e450-51d6-b955-9cca56d368d3,151.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-07
5fbb81f1-d4ac-56df-9bc8-67092d63680b,6b73c00c-e450-51d6-b955-9cca56d368d3,156.29,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-07
2375617b-8e9b-52cf-9323-bf003853f0cf,e213b766-e8ca-56ff-8715-94a8c16a108d,144.28,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-06
53176646-224a-51f4-a271-980cdaa0ebed,e213b766-e8ca-56ff-8715-94a8c16a108d,153.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-06
991d8f2b-d432-52ca-8a00-25e2e80f32ee,e213b766-e8ca-56ff-8715-94a8c16a108d,158.09,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-06
2043b5f7-aca1-5ba4-a2d9-7490070f9b12,4043dc4a-96a5-5cb6-8f09-37f10cce0de1,145.93,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-05
e8530a2a-a369-58f8-9234-661a01cc0021,4043dc4a-96a5-5cb6-8f09-37f10cce0de1,155.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-05
8b06261a-046c-562d-bedb-80e923c8a620,4043dc4a-96a5-5cb6-8f09-37f10cce0de1,159.90,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-05
b0a94a63-3a4a-56ca-b3e6-b58f3a7e82aa,fafbca1c-6412-5747-af13-5c9678cf76df,147.57,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-04
44fc9be8-3e02-5f4f-b9fe-a8dd1dc088ec,fafbca1c-6412-5747-af13-5c9678cf76df,156.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-04
4b430bc3-4174-5c4f-8da9-2be9cb8a6a9e,fafbca1c-6412-5747-af13-5c9678cf76df,161.70,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-04
664cab30-4459-5431-8a97-eaf2ca393c41,80c37084-5ec1-5934-99a2-404b2f4d677a,149.22,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-03
1df16d89-5674-5eda-9391-21e461461a16,80c37084-5ec1-5934-99a2-404b2f4d677a,158.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-03
d1e6d032-7aca-54e5-be4e-cb57b21a227f,80c37084-5ec1-5934-99a2-404b2f4d677a,163.50,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-03
134c3e1c-db0a-557f-8e05-acdb5f86618d,4f4cdd86-60e0-5d5c-9eda-86f193a7cd21,150.86,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-02
5da19b10-989e-5b6d-b64e-75995bcbad82,4f4cdd86-60e0-5d5c-9eda-86f193a7cd21,160.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-02
8488ff94-5050-5ebc-af9a-75f78a5f2e84,4f4cdd86-60e0-5d5c-9eda-86f193a7cd21,165.30,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-02
49fd2ac2-483c-5931-884a-6c43af2b292f,2480ade4-fd45-5f2a-96a0-bdb49cf41ba8,152.51,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-02-01
fef0d7f3-b630-5ab6-816e-7087dd444c8a,2480ade4-fd45-5f2a-96a0-bdb49cf41ba8,162.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-02-01
681b3a82-94b3-5c10-ba79-07f22e96d360,2480ade4-fd45-5f2a-96a0-bdb49cf41ba8,167.11,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-02-01
1455aac9-cd71-5cec-97a3-a9e7bca2518d,adacd216-df4b-557a-bee5-9d117848c764,154.15,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-01-31
6f141a84-1cf3-5ac0-807c-f54c433c7e46,adacd216-df4b-557a-bee5-9d117848c764,163.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-01-31
55b1c30f-b037-539e-9743-3652964fb2e5,adacd216-df4b-557a-bee5-9d117848c764,168.91,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-01-31
1ce49782-4ba1-5205-a66e-0f9e60f0b770,ec348c6b-cb3f-5826-a791-37217bfd82f6,155.80,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-01-30
5590ab3f-be9d-5047-8be8-ddb6b852e5f9,ec348c6b-cb3f-5826-a791-37217bfd82f6,165.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-01-30
80159a75-376a-51f7-a8ea-1259dc5671af,ec348c6b-cb3f-5826-a791-37217bfd82f6,170.71,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-01-30
ccfae3ee-9b1a-5223-98f9-7b83b9fe61c2,8cf4f802-4e89-570e-93f8-e6fcceaa622b,157.44,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-01-29
a06dfe76-4a74-5efc-a07c-1daead7ced6c,8cf4f802-4e89-570e-93f8-e6fcceaa622b,167.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-01-29
e2f9f2d1-4ee2-540c-812d-fd55f8ae7c8d,8cf4f802-4e89-570e-93f8-e6fcceaa622b,172.51,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-01-29
400e23e0-d84c-508c-92cb-3dabf33f428f,398b86fc-73de-5291-ac6a-14681329475c,159.09,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-01-28
7fa82cc8-afc1-570f-aa96-bd76c73c8af5,398b86fc-73de-5291-ac6a-14681329475c,169.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-01-28
c980a2aa-34de-5cd3-821b-41838cec6e85,398b86fc-73de-5291-ac6a-14681329475c,174.32,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-01-28
fb1c4f74-584e-55e7-8e84-d01948e01fd1,e760945c-f9e6-5e2e-9858-aceb64faaf84,160.73,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-01-27
96d1e204-b7f8-50d8-ae29-64c79e79c204,e760945c-f9e6-5e2e-9858-aceb64faaf84,170.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-01-27
9b91191e-9ee0-59b6-bcf4-b0f13e7084db,e760945c-f9e6-5e2e-9858-aceb64faaf84,176.12,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-01-27
7f43f1bd-413a-58bc-9786-38a0b57cd399,a5c55cd2-b68a-541d-8134-ac1136a677dc,162.38,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-01-26
282ab3a2-fc17-51e0-a93d-006b6c315982,a5c55cd2-b68a-541d-8134-ac1136a677dc,172.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-01-26
762af603-77ef-542e-b86c-746397abbd11,a5c55cd2-b68a-541d-8134-ac1136a677dc,177.92,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-01-26
e6af9865-d8fe-519a-bd42-0276afb5f062,ebd800fd-0820-5593-9f02-c5ad7575757b,164.02,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-01-25
9886dd02-93be-58e7-960f-ac85fe711215,ebd800fd-0820-5593-9f02-c5ad7575757b,174.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-01-25
906caa5d-d7ad-577c-bb9a-c6a0192df7ee,ebd800fd-0820-5593-9f02-c5ad7575757b,179.72,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-01-25
045ee8d3-d6e4-54f5-863e-830a74f0d03e,57a04d7b-ffa2-55d5-8e3c-3099d16cc188,165.67,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-01-24
68be47b2-7330-5ed5-adb8-f0beb957cc14,57a04d7b-ffa2-55d5-8e3c-3099d16cc188,176.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-01-24
c37d2e86-d2f1-57b8-b5aa-98204d7a9d05,57a04d7b-ffa2-55d5-8e3c-3099d16cc188,181.53,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-01-24
78fd6e33-576f-5b38-b9c6-49f5806e9b95,746e83f8-c019-5f34-be65-3ba6d9311b16,167.31,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-01-23
