id,product_id,forecast_period_start,forecast_period_end,predicted_quantity,unit_of_measure,generated_at,method,status,confidence_level
c0e81ffa-b6d0-5c41-b354-4531e3829c23,60fc91ce-c105-5d41-a03f-c6f4490669e1,2026-05-01,2026-05-07,799,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7000
860a6df9-3195-53d0-b942-cb03c104da96,60fc91ce-c105-5d41-a03f-c6f4490669e1,2026-05-02,2026-05-08,816,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6900
534a4e70-a2b1-5673-a136-a673463b07b6,60fc91ce-c105-5d41-a03f-c6f4490669e1,2026-05-03,2026-05-09,833,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6800
e1cbeb8a-cf8a-5f15-acc3-517eaa5f86b3,60fc91ce-c105-5d41-a03f-c6f4490669e1,2026-05-04,2026-05-10,851,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6700
c29449ff-26ec-53d6-afb5-e3ab04ea0371,60fc91ce-c105-5d41-a03f-c6f4490669e1,2026-05-05,2026-05-11,868,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6600
e59cf49f-03be-55fd-9368-0ef695dff92d,60fc91ce-c105-5d41-a03f-c6f4490669e1,2026-05-06,2026-05-12,885,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6500
213a66a0-f487-5cc7-830d-dc907b4d1544,60fc91ce-c105-5d41-a03f-c6f4490669e1,2026-05-07,2026-05-13,902,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6400
dee81378-5e71-5399-8719-d154e8cefce9,944b935c-7308-50ea-a7a3-71cc8f2fd4c5,2026-05-01,2026-05-07,1540,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.8200
f715e447-4837-5139-b6bc-f5ce7bf2ef14,944b935c-7308-50ea-a7a3-71cc8f2fd4c5,2026-05-02,2026-05-08,1573,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.8100
e16505ea-86aa-5591-8ea6-8f674d28af53,944b935c-7308-50ea-a7a3-71cc8f2fd4c5,2026-05-03,2026-05-09,1606,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.8000
759edcbc-6b92-59cd-8d84-a062736bc4fb,944b935c-7308-50ea-a7a3-71cc8f2fd4c5,2026-05-04,2026-05-10,1639,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7900
1746a176-d486-5e94-826a-9b672b75ebb6,944b935c-7308-50ea-a7a3-71cc8f2fd4c5,2026-05-05,2026-05-11,1671,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7800
cc2577f9-84d8-552e-945e-a3cd01716016,944b935c-7308-50ea-a7a3-71cc8f2fd4c5,2026-05-06,2026-05-12,1704,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7700
62aa74e5-2e28-506d-925a-089361d62b38,944b935c-7308-50ea-a7a3-71cc8f2fd4c5,2026-05-07,2026-05-13,1737,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7600
a75caaf1-2e29-56f0-9ef5-ba48d9842cca,b3eddb5e-2feb-5a7d-9d80-832a203e282f,2026-05-01,2026-05-07,938,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.8050
9f4727b9-9f51-53fe-82f4-3c693ed1e00c,b3eddb5e-2feb-5a7d-9d80-832a203e282f,2026-05-02,2026-05-08,958,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7950
a965910f-2e91-5c42-9677-fa364a300f0a,b3eddb5e-2feb-5a7d-9d80-832a203e282f,2026-05-03,2026-05-09,978,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7850
394ef9ab-ad07-5db6-ab57-1bb35138001e,b3eddb5e-2feb-5a7d-9d80-832a203e282f,2026-05-04,2026-05-10,998,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7750
6cd92f4f-a074-509e-b480-336c5af901a6,b3eddb5e-2feb-5a7d-9d80-832a203e282f,2026-05-05,2026-05-11,1017,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7650
125f610f-6e19-5598-83a2-e6772d200b3f,b3eddb5e-2feb-5a7d-9d80-832a203e282f,2026-05-06,2026-05-12,1037,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7550
c23e6d11-30d6-5326-9085-65104f339a2e,b3eddb5e-2feb-5a7d-9d80-832a203e282f,2026-05-07,2026-05-13,1057,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7450
a21b1383-41be-5a07-b4a4-f817cd3649ad,360ec9af-06ab-53b8-adcc-f0a8badedcdf,2026-05-01,2026-05-07,667,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7900
cc413699-7bd2-5832-98e0-e288708cd537,360ec9af-06ab-53b8-adcc-f0a8badedcdf,2026-05-02,2026-05-08,681,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7800
96c43450-661a-59e2-b839-58e0800ca038,360ec9af-06ab-53b8-adcc-f0a8badedcdf,2026-05-03,2026-05-09,695,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7700
30f16f0f-47ca-538c-9622-e04f424e20e9,360ec9af-06ab-53b8-adcc-f0a8badedcdf,2026-05-04,2026-05-10,710,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7600
2254896d-75f5-558c-8891-c68446a072e7,360ec9af-06ab-53b8-adcc-f0a8badedcdf,2026-05-05,2026-05-11,724,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7500
23b1faa1-3372-53aa-b8a3-25bfda05fd71,360ec9af-06ab-53b8-adcc-f0a8badedcdf,2026-05-06,2026-05-12,738,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7400
4915eafb-7a97-5ede-b2a9-fcb6142b2075,360ec9af-06ab-53b8-adcc-f0a8badedcdf,2026-05-07,2026-05-13,752,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7300
f743649e-3e08-526c-ba24-5a319db405a0,c6ad2817-6d98-5707-85ba-460e2ab44c7a,2026-05-01,2026-05-07,1064,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7750
f63d6f4d-1d0a-5095-9b65-84bf5d12b5a7,c6ad2817-6d98-5707-85ba-460e2ab44c7a,2026-05-02,2026-05-08,1086,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7650
ae739a40-05b3-527a-9564-93ffe2c60c96,c6ad2817-6d98-5707-85ba-460e2ab44c7a,2026-05-03,2026-05-09,1109,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7550
3c83c5e7-01e7-5607-875f-1e14a09b1bbd,c6ad2817-6d98-5707-85ba-460e2ab44c7a,2026-05-04,2026-05-10,1132,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7450
9ebe5cf2-725f-5f54-a593-21a7f0d830f0,c6ad2817-6d98-5707-85ba-460e2ab44c7a,2026-05-05,2026-05-11,1154,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7350
53fb7a37-faef-58b9-b4a7-15b005f5d5f0,c6ad2817-6d98-5707-85ba-460e2ab44c7a,2026-05-06,2026-05-12,1177,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7250
fee7fe1d-a260-511e-a92e-4895402f6e07,c6ad2817-6d98-5707-85ba-460e2ab44c7a,2026-05-07,2026-05-13,1199,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7150
7fc1e2a6-738f-5838-9953-9b26e4ed48b4,44953a4d-66fb-5d64-9644-a9213ce753fb,2026-05-01,2026-05-07,1244,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7600
073d5987-2a44-5994-ae33-043f7618d5fa,44953a4d-66fb-5d64-9644-a9213ce753fb,2026-05-02,2026-05-08,1271,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7500
e3beb828-6d42-5920-8afe-42fd050e0517,44953a4d-66fb-5d64-9644-a9213ce753fb,2026-05-03,2026-05-09,1297,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7400
bc5f7775-d9c8-5e23-bdf3-7cb7ea2902dd,44953a4d-66fb-5d64-9644-a9213ce753fb,2026-05-04,2026-05-10,1324,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7300
d68c1c77-19a6-56c6-acea-9b389c630b7d,44953a4d-66fb-5d64-9644-a9213ce753fb,2026-05-05,2026-05-11,1350,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7200
96b3b71a-b246-557b-b94f-2129e4501e9d,44953a4d-66fb-5d64-9644-a9213ce753fb,2026-05-06,2026-05-12,1376,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7100
d04bf0b6-16a3-558e-9b7d-181526804ae6,44953a4d-66fb-5d64-9644-a9213ce753fb,2026-05-07,2026-05-13,1403,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7000
f2659681-8100-587a-a277-48d9da03e805,5acda6c0-5a1e-5e97-9a2c-6a29d8118012,2026-05-01,2026-05-07,2375,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7450
7f97e787-1d15-5ce8-b8af-891cd2be08fb,5acda6c0-5a1e-5e97-9a2c-6a29d8118012,2026-05-02,2026-05-08,2425,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7350
b7248e1c-f219-58bc-9ddf-834e3e8f178c,5acda6c0-5a1e-5e97-9a2c-6a29d8118012,2026-05-03,2026-05-09,2476,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7250
25746ba8-96e6-5681-8c86-45e3221f851b,5acda6c0-5a1e-5e97-9a2c-6a29d8118012,2026-05-04,2026-05-10,2527,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7150
699e3ac7-8d59-5187-bf73-bb975431b895,5acda6c0-5a1e-5e97-9a2c-6a29d8118012,2026-05-05,2026-05-11,2577,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7050
dca66ad5-581c-5845-970f-6a882c0de4c2,5acda6c0-5a1e-5e97-9a2c-6a29d8118012,2026-05-06,2026-05-12,2628,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6950
90c35584-8585-5fa1-8d7b-7bcb6ede98ae,5acda6c0-5a1e-5e97-9a2c-6a29d8118012,2026-05-07,2026-05-13,2678,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6850
9be48322-0a22-54ed-858e-8b92eb3e0ead,06f4fcc4-2bd2-526c-bfc8-6a4cbad967b3,2026-05-01,2026-05-07,2086,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7300
30e8f273-a47d-5cc3-8c43-ee91fdcbe463,06f4fcc4-2bd2-526c-bfc8-6a4cbad967b3,2026-05-02,2026-05-08,2131,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7200
ead65e31-0e42-5819-8137-6e3b690ca518,06f4fcc4-2bd2-526c-bfc8-6a4cbad967b3,2026-05-03,2026-05-09,2175,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7100
46aede78-c6f2-5c5b-bbbd-43aff0f76449,06f4fcc4-2bd2-526c-bfc8-6a4cbad967b3,2026-05-04,2026-05-10,2220,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7000
2e45c862-2227-5e78-a0c8-ede011be347d,06f4fcc4-2bd2-526c-bfc8-6a4cbad967b3,2026-05-05,2026-05-11,2264,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6900
64ef5a4f-64d4-57ef-87dc-9ba62eda83be,06f4fcc4-2bd2-526c-bfc8-6a4cbad967b3,2026-05-06,2026-05-12,2308,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6800
e34fb55a-bb62-5e2a-b91b-13df40827c7f,06f4fcc4-2bd2-526c-bfc8-6a4cbad967b3,2026-05-07,2026-05-13,2353,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6700
62eabc56-3cff-5838-951d-472469f4e5dc,b6756d87-a0a0-556a-b6ed-1c904680ceb4,2026-05-01,2026-05-07,271,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7150
5a2f7504-0428-5fa8-bee1-a5b037eb87de,b6756d87-a0a0-556a-b6ed-1c904680ceb4,2026-05-02,2026-05-08,277,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7050
2d52a077-ef10-55f4-b517-3f91fa22146b,b6756d87-a0a0-556a-b6ed-1c904680ceb4,2026-05-03,2026-05-09,283,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6950
49724e63-38ea-54e2-89d9-9b4595255463,b6756d87-a0a0-556a-b6ed-1c904680ceb4,2026-05-04,2026-05-10,289,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6850
4a02826b-c8e8-5c64-9be7-12b4ca375aa5,b6756d87-a0a0-556a-b6ed-1c904680ceb4,2026-05-05,2026-05-11,294,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6750
4052b324-32ff-5e69-a296-5e219db55f84,b6756d87-a0a0-556a-b6ed-1c904680ceb4,2026-05-06,2026-05-12,300,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6650
061b39af-b5ec-517f-a2fc-cabe624359cd,b6756d87-a0a0-556a-b6ed-1c904680ceb4,2026-05-07,2026-05-13,306,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6550
2aedf3f9-18be-5d84-87ed-66b4aafe36a4,78d65be0-4c32-5c7a-932c-89673632def9,2026-05-01,2026-05-07,293,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7000
124671ec-0056-5e14-882d-c46df2d6839c,78d65be0-4c32-5c7a-932c-89673632def9,2026-05-02,2026-05-08,299,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6900
65cdfef8-cc3e-53b2-87f4-61d5c39fb897,78d65be0-4c32-5c7a-932c-89673632def9,2026-05-03,2026-05-09,305,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6800
9e0966ef-ca05-5452-b0e4-b3a1f255e60c,78d65be0-4c32-5c7a-932c-89673632def9,2026-05-04,2026-05-10,312,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6700
6e4c4ffb-e3bc-56b6-93e4-5f37cb890ae0,78d65be0-4c32-5c7a-932c-89673632def9,2026-05-05,2026-05-11,318,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6600
bdd88b44-e44a-52ad-8300-ad00e35c4f41,78d65be0-4c32-5c7a-932c-89673632def9,2026-05-06,2026-05-12,324,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6500
b4915b14-c206-52fc-8693-8215b0d56376,78d65be0-4c32-5c7a-932c-89673632def9,2026-05-07,2026-05-13,330,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6400
acf88cb1-8bd2-5c78-864a-a1857a750959,01fc3b7e-8b29-50d3-a3d4-bc713fa84405,2026-05-01,2026-05-07,137,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.8200
79624f69-05b2-5691-9b27-ddd0c39605f6,01fc3b7e-8b29-50d3-a3d4-bc713fa84405,2026-05-02,2026-05-08,140,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.8100
1f189f40-f6d8-5518-86db-6acecfe59f0b,01fc3b7e-8b29-50d3-a3d4-bc713fa84405,2026-05-03,2026-05-09,143,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.8000
7bef78cd-69c3-5112-861a-18e39bce340e,01fc3b7e-8b29-50d3-a3d4-bc713fa84405,2026-05-04,2026-05-10,146,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7900
e4d67d60-23f9-5604-a0e5-3e284fad6f9b,01fc3b7e-8b29-50d3-a3d4-bc713fa84405,2026-05-05,2026-05-11,148,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7800
89de36e4-af0e-5faf-af06-c7cb917613dd,01fc3b7e-8b29-50d3-a3d4-bc713fa84405,2026-05-06,2026-05-12,151,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7700
d847f837-059e-5e74-a770-78636fced49e,01fc3b7e-8b29-50d3-a3d4-bc713fa84405,2026-05-07,2026-05-13,154,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7600
3d4b3e17-a63d-59ed-aeaf-bd7bebc9bf30,e97682bc-117f-532b-8b65-b717c09bc30f,2026-05-01,2026-05-07,224,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.8050
f89f2f53-ffe7-5954-86a1-b39abf41e821,e97682bc-117f-532b-8b65-b717c09bc30f,2026-05-02,2026-05-08,229,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7950
db1a7dec-b65d-5fd2-932a-55b3037cebf2,e97682bc-117f-532b-8b65-b717c09bc30f,2026-05-03,2026-05-09,234,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7850
afe8f0da-a354-5269-be0e-455745ed4317,e97682bc-117f-532b-8b65-b717c09bc30f,2026-05-04,2026-05-10,239,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7750
66114d09-f5c5-5abe-9dcc-145304c442e1,e97682bc-117f-532b-8b65-b717c09bc30f,2026-05-05,2026-05-11,243,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7650
851c98ce-48dd-5643-8642-0000282b4ef6,e97682bc-117f-532b-8b65-b717c09bc30f,2026-05-06,2026-05-12,248,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7550
34e45ea7-9511-54af-ae11-7ee96a512afb,e97682bc-117f-532b-8b65-b717c09bc30f,2026-05-07,2026-05-13,253,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7450
6d25d47a-dc83-53ef-a8b4-bc02214806c6,b7d44817-034b-51e8-84f0-70a921a96cdb,2026-05-01,2026-05-07,423,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7900
b73edae9-680a-5cce-8880-e696bc40ec88,b7d44817-034b-51e8-84f0-70a921a96cdb,2026-05-02,2026-05-08,432,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7800
db235964-c3b7-5ba1-b9ec-144d580b5268,b7d44817-034b-51e8-84f0-70a921a96cdb,2026-05-03,2026-05-09,441,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7700
a571db16-413b-54e3-8055-7c885c7bf73f,b7d44817-034b-51e8-84f0-70a921a96cdb,2026-05-04,2026-05-10,451,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7600
bc64ec76-2274-5df7-9b0e-203919c87141,b7d44817-034b-51e8-84f0-70a921a96cdb,2026-05-05,2026-05-11,460,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7500
3fb1080d-a12e-56ee-aa2a-7152b32cc6e0,b7d44817-034b-51e8-84f0-70a921a96cdb,2026-05-06,2026-05-12,469,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7400
e219a4e6-bb59-56ca-9399-dd8986925f96,b7d44817-034b-51e8-84f0-70a921a96cdb,2026-05-07,2026-05-13,478,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7300
e788449a-7624-5ebf-986f-967fe2cd2d10,85e7e944-3e11-5a89-ac96-c23167ff32dc,2026-05-01,2026-05-07,239,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7750
f2c66565-1b2f-528e-8180-1c0ece565ee4,85e7e944-3e11-5a89-ac96-c23167ff32dc,2026-05-02,2026-05-08,244,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7650
0f91548e-93d3-5717-b404-9d61667acc69,85e7e944-3e11-5a89-ac96-c23167ff32dc,2026-05-03,2026-05-09,249,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7550
ce9cf2b5-fb31-564f-b442-212404628637,85e7e944-3e11-5a89-ac96-c23167ff32dc,2026-05-04,2026-05-10,255,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7450
5f6b24fa-9ea9-5dc7-a87d-2ac15bd3cc2e,85e7e944-3e11-5a89-ac96-c23167ff32dc,2026-05-05,2026-05-11,260,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7350
94a088c3-11dd-5086-8f84-a57fc97d3d0f,85e7e944-3e11-5a89-ac96-c23167ff32dc,2026-05-06,2026-05-12,265,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7250
bb808c4e-7694-57d6-87c2-0109f3e21176,85e7e944-3e11-5a89-ac96-c23167ff32dc,2026-05-07,2026-05-13,270,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7150
01a9c784-7cd4-56d7-a637-91509ad8f831,975dfb1e-69d1-5f10-8875-2e1acefd4859,2026-05-01,2026-05-07,413,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7600
0620b40d-80a1-54b8-aeb0-f04f3588a5f8,975dfb1e-69d1-5f10-8875-2e1acefd4859,2026-05-02,2026-05-08,422,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7500
6f83fc90-7208-57bf-93ef-0fa33b148894,975dfb1e-69d1-5f10-8875-2e1acefd4859,2026-05-03,2026-05-09,431,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7400
a0715aae-b8ef-56a4-be9b-bbad5c8317fc,975dfb1e-69d1-5f10-8875-2e1acefd4859,2026-05-04,2026-05-10,440,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7300
b2c1908f-5faa-5af8-afb4-620fe2be805a,975dfb1e-69d1-5f10-8875-2e1acefd4859,2026-05-05,2026-05-11,448,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7200
98cf7e9e-f705-5673-9446-03cb96068054,975dfb1e-69d1-5f10-8875-2e1acefd4859,2026-05-06,2026-05-12,457,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7100
89036eab-0053-5230-ab21-d3ee6896511e,975dfb1e-69d1-5f10-8875-2e1acefd4859,2026-05-07,2026-05-13,466,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7000
d6374c31-9b05-58af-afff-11669b559fee,ac6c0b36-b856-5925-aca7-b8e3bb4639a3,2026-05-01,2026-05-07,240,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7450
b9f7c698-c4a5-5c91-800c-2a767e3fe8e8,ac6c0b36-b856-5925-aca7-b8e3bb4639a3,2026-05-02,2026-05-08,245,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7350
35990f23-aa39-50e4-af95-2a6b3f66c0f3,ac6c0b36-b856-5925-aca7-b8e3bb4639a3,2026-05-03,2026-05-09,250,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7250
b7f2051c-2aeb-5213-a624-92d4a2eba385,ac6c0b36-b856-5925-aca7-b8e3bb4639a3,2026-05-04,2026-05-10,256,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7150
d794ae04-ee3a-5a6e-bb88-1380123f3b76,ac6c0b36-b856-5925-aca7-b8e3bb4639a3,2026-05-05,2026-05-11,261,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7050
7641988c-ed09-5197-9f3a-8d4fdb7ba616,ac6c0b36-b856-5925-aca7-b8e3bb4639a3,2026-05-06,2026-05-12,266,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6950
e804e70a-3a68-542a-b9d8-504a861db0c3,ac6c0b36-b856-5925-aca7-b8e3bb4639a3,2026-05-07,2026-05-13,271,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6850
2bf43f59-b7ff-57a8-8480-cb30ff1ccf12,7d15b52f-782f-5fa8-9c0b-78ebb03a07a5,2026-05-01,2026-05-07,622,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7300
2cb64286-ffce-542e-b8ef-54ee7f1fb7c0,7d15b52f-782f-5fa8-9c0b-78ebb03a07a5,2026-05-02,2026-05-08,635,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7200
9e6f68fb-22b9-5378-b28b-fb9893c04d95,7d15b52f-782f-5fa8-9c0b-78ebb03a07a5,2026-05-03,2026-05-09,648,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7100
cae5054f-da7e-54c9-8caf-0205bdd6ca5d,7d15b52f-782f-5fa8-9c0b-78ebb03a07a5,2026-05-04,2026-05-10,662,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7000
3da702ee-b37c-51cf-87ad-d43b0ac48ec7,7d15b52f-782f-5fa8-9c0b-78ebb03a07a5,2026-05-05,2026-05-11,675,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6900
f66b797f-ad80-5081-a8fe-24902a20c0d0,7d15b52f-782f-5fa8-9c0b-78ebb03a07a5,2026-05-06,2026-05-12,688,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6800
232363fd-1428-5d01-b77b-7385f368c4a9,7d15b52f-782f-5fa8-9c0b-78ebb03a07a5,2026-05-07,2026-05-13,701,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6700
632e5013-19ac-50e6-86d2-ac159ce578f4,2532c2ec-f726-59a0-9af7-a077b1c5c99d,2026-05-01,2026-05-07,205,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7150
